,level_0,index,text,Corrective,Adaptive,Perfective
555,555,1990,    nfc: change all helper functions in `tuple_ops` not to require `llvm::module` argument  as it can be derived from the already provided `llvm::irbuilder`.     this makes functions easier to code and the calls less verbose  and additionally enables making calls from helper classes where `llvm::module*` might not be available.     piperorigin-revid: 238523747 ,0,0,1
556,556,90,    java 11 migrate remaining p (#1122)          * moves partial-response to java 11          * moves pipeline to java 11          * moves poison-pill to java 11          * moves priority-queue to java 11          * moves private-class-data to java 11          * moves producer-consumer to java 11          * moves promise to java 11          * moves property to java 11          * mo,0,1,1
557,557,968,    updating csharpcodevisitor to generate implicit expressions on a single     line          fixing 151 ,1,0,0
558,558,81,"    remove lenient url parameter parsing          today when parsing a request  elasticsearch silently ignores incorrect     (including parameters with typos) or unused parameters. this is bad as     it leads to requests having unintended behavior (e.g.  if a user hits     the _analyze api and misspell the ""tokenizer"" then elasticsearch will     just use the standard analyzer  comp",1,0,0
559,559,1356,    fixing default header resolution on messages ,1,0,0
560,560,915,    clean up gui directory ,0,0,1
561,561,1813,    perf(raf): use rafframes instead of fastdom ,0,0,1
562,562,524,    [spark-19953][ml] random forest models use parent uid when being fit          ## what changes were proposed in this pull request?          the ml `randomforestclassificationmodel` and `randomforestregressionmodel` were not using the estimator parent uid when being fit.  this change fixes that so the models can be properly be identified with their parents.          ## how was th,1,0,0
563,563,1023,    don't mutate `where_values`          this is to help facilitate future refactorings  as the internal     representation is changed. i'm planning on having `where_values` return     an array that's computed on call  which means that mutation will have no     affect. this is the only remaining place that was mutating (tested by     replacing the method with calling `dup`) ,0,0,1
564,564,1636,"    cmd/compile: bulk rename          this change does a bulk rename of several identifiers in the compiler.     see #27167 and https://docs.google.com/document/d/19_exiyld9mrfeajkifesmu1_rghuxb9sa0b5zv7byvi/     for context and for discussion of these particular renames.          commands run to generate this change:          gorename -from '""cmd/compile/internal/gc"".oproc' -to og",0,0,1
565,565,1359,    added tests for testing if actions are actions and if deprecated ,0,1,0
566,566,1827,    drm/nouveau/mmu: define user interfaces to mmu memory allocation          signed-off-by: ben skeggs <bskeggs@redhat.com> ,0,1,0
567,567,1406,    drm/nouveau/core/client: allow creation of subclients          we want a supervisor client of nvkm (such as the drm) to be able to     allow sharing of resources (such as memory objects) between clients.          to allow this  the supervisor creates all its clients as children of     itself  and will use an upcoming ioctl to permit sharing.          currently it's not possible,0,1,0
568,568,346,    [netns][ipv6]: make ipv6_sysctl_register to return a value.          this patch makes the function ipv6_sysctl_register to return a     value. the af_inet6 init function is now able to handle an error and     catch it from the initialization of the sysctl.          signed-off-by: daniel lezcano <dlezcano@fr.ibm.com>     signed-off-by: david s. miller <davem@davemloft.net> ,0,1,1
569,569,1937,    optimize property sources pattern matching          create a propertynamepatternsmatcher strategy interface that     propertysourcespropertyvalues can use to determine when a property     can be used.          propertiesconfigurationfactory uses defaultpropertynamepatternsmatcher     which is heavily optimized for frequent calls.          fixes gh-1823 ,0,0,1
570,570,1678,"    avoid using a column named ""date"" in tests          oracle can have problems with such columns. fixed #17932 again.     thanks to vinay sajip for the report. ",1,0,0
571,571,866,"    add a rangespecificdiagnosticconsumer          if a top-level diagnostic is in a particular source range  the     rangespecificdiagnosticconsumer will funnel it and any attached notes     to a particular ""sub-consumer"" designated for that range (intended to     be used with whole files). if it's not in a range designated for any     sub-consumer  the diagnostic is passed to all",0,1,0
572,572,1555,    signal/sh: use force_sig_fault where appropriate          filling in struct siginfo before calling force_sig_info a tedious and     error prone process  where once in a great while the wrong fields     are filled out  and siginfo has been inconsistently cleared.          simplify this process by using the helper force_sig_fault.  which     takes as a parameters all of the infor,0,0,1
573,573,1167,    name and move things to better organize finddeclarations. ,0,0,1
574,574,1154,"    tools: move eslint from tools to tools/node_modules          this is required because we need to add the babel-eslint dependency     and it has to be able to resolve ""eslint"".     babel-eslint is required to support future es features such as async     iterators and import.meta.          refs: https://github.com/nodejs/node/pull/17755     pr-url: https://github.com/nodejs/node/",0,0,1
575,575,591,    query cache: support shard level query response caching          the query cache allow to cache the (binary serialized) response of the shard level query phase execution based on the actual request as the key. the cache is fully coherent with the semantics of nrt  with a refresh (that actually ended up refreshing) causing previous cached entries on the relevant shard to be inva,0,0,1
576,576,557,    [ml] refactor common utils out of ml plugin to xpack.core (#39976)          * [ml] refactor common utils out of ml plugin to xpack.core          * implementing get filters with abstract transport          * removing added rest param          * adjusting how defaults can be supplied ,0,0,1
577,577,1228,    removing most of the symbol to proc usage in active record          this will hopefully make active record run a bit more faster. ,0,0,1
578,578,706,    [alsa] remove sound/driver.h          this header file exists only for some hacks to adapt alsa-driver     tree.  it's useless for building in the kernel.  let's move a few     lines in it to sound/core.h and remove it.     with this patch  sound/driver.h isn't removed but has just a single     compile warning to include it.  this should be really killed in     future.         ,0,0,1
579,579,1160,    fix lobby hook js ,1,0,0
580,580,1500,    soc: mediatek: add scpsys power domain driver for mediatek mt7623a soc          add scpsys power domain driver for mt7623a soc. the mt7623a's power     domains are the subset of mt7623 soc's ones. as mt7623 soc has full     features whereas mt7623a is being designed just for router applications.     thus  mt7623a doesn't include those power domains multimedia function     belon,0,1,0
